"id","sexo","tramo_edad","quintil_ingreso","educ","ideologia","trade_crecimiento_desigualdad","trade_ambiente_empleo","trade_derechos_laborales","provision_pensiones","provision_salud","provision_educ_escolar","provision_educ_universitaria","provision_cuidado_ninos","provision_cuidado_mayores","zona","region","condicion_exp","emocion_pais","eval_pais_retro","eval_pais_prospectivo","problema_delincuencia","problema_migracion","problema_crecimiento","problema_desempleo","problema_salud","problema_corrupcion","problema_pobreza","problema_sueldos","problema_precios","problema_educacion","problema_pensiones","problema_vivienda","problema_genero","problema_ambiente","problema_transporte","problema_desigualdad","emergencia_economica","medida_imp_empresas","medida_tramites_amb","medida_gratuidad","medida_contrib_adulto","medida_imp_inversionistas","percep_benef_empresas","percep_necesarias","percep_prioriza_ricos","percep_bases_solidas","percep_confianza_plan","gob_distinto_campana","gob_favorece_ricos","gob_buen_camino","gob_capacidad","tiempo_confianza_gob","meta_prioritaria_kast","voto_2da_vuelta","eval_gobierno_kast","gob_vs_expectativa","intervencion_estado","trade_estado_grande","resp_estado_pensiones","resp_estado_empleo","resp_estado_educ_uni","resp_estado_salud","resp_estado_vivienda","resp_estado_transporte","resp_estado_internet","fichas_salud","fichas_educ","fichas_pensiones","fichas_seguridad","fichas_vivienda","fichas_fomento","fichas_redes","justo_pension_aporte","justo_educ_pago","justo_salud_pago","imp_prefiero_menos","imp_justo_ricos_mas","imp_mal_gasto_estado","imp_bajar_genera_empleo","chequeo_atencion","redistrib_reducir_diferencias","redistrib_ayuda_pobres","redistrib_nivel_vida_desemp","imp_aumentar_altos_ingresos","imp_herencia_ricos","educacion_nivel","actividad_principal","ingreso_hogar","llega_fin_mes","impacto_alza_precios","economia_hogar_retro","economia_hogar_prospectiva","autoubicacion_izq_der","edad_grupo_banda","educacion_nivel_r","ingreso_hogar_r","zona_r","autoubicacion_izq_der_r","ponderador","gse"
478,"Hombre","30-49","Q3","Técnica superior","Derecha",2,2,2,1,1,3,1,3,3,1,5,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,1,5,3,4,5,3,4,4,2,3,5,5,3,2,1,1,3,4,3,1,1,1,1,1,1,1,2,2,2,1,2,1,0,5,4,2,2,3,4,4,2,5,5,6,6,5,7,1,6,3,2,3,4,8,2,11,14,18,14,0.11419917115596,"C2"
479,"Hombre","30-49","Q3","Técnica superior","Izquierda",1,3,1,2,1,2,2,1,1,1,13,3,7,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,3,1,3,1,5,1,5,2,1,4,5,1,1,6,5,2,2,2,2,4,1,1,1,1,1,1,1,2,2,2,1,2,0,1,4,1,3,3,5,3,1,2,4,4,6,3,4,7,1,6,1,4,1,1,3,2,11,14,13,13,0.08582705991441,"C2"
480,"Hombre","50-99","Q4","Técnica superior","Izquierda",1,1,2,1,1,1,1,1,1,1,13,2,9,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,1,1,5,2,5,1,1,5,5,1,1,1,1,2,2,2,4,5,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,5,1,2,2,7,7,7,7,7,7,1,8,2,4,1,1,4,3,11,15,13,13,0.56064704469477,"C2"
481,"Hombre","18-29","Q3","Universitaria o más","Izquierda",3,3,3,2,2,2,2,2,2,1,13,3,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,3,3,4,3,4,3,2,4,4,2,3,1,3,2,2,2,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,4,2,2,2,4,3,3,2,7,7,7,7,7,9,1,5,4,3,3,3,5,1,12,14,13,13,0.07330616351374,"C3"
482,"Hombre","18-29","Q1","Universitaria o más","Ninguno",2,1,1,1,1,1,1,1,1,1,7,2,11,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,1,4,4,4,2,4,1,1,5,4,2,1,6,3,3,2,2,4,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,5,2,2,2,4,4,1,2,5,3,5,5,5,9,4,2,1,4,2,1,12,1,12,12,18,12,0.08205960473194,"C3"
483,"Mujer","50-99","Q5","Universitaria o más","Derecha",3,4,3,2,2,2,2,2,2,1,13,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,1,5,1,5,5,1,1,4,5,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,0,2,0,5,3,3,2,4,4,2,2,4,5,4,6,1,9,3,9,4,1,3,3,11,3,12,16,13,14,1.92593671789273,"ABC1"
484,"Hombre","18-29","Q2","Técnica superior","Izquierda",2,2,2,2,2,2,2,2,2,1,13,3,11,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,3,4,2,4,3,1,4,4,1,2,2,3,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,2,2,2,4,4,2,2,5,4,4,5,5,6,1,4,3,2,3,3,5,1,11,13,13,13,0.08078595122709,"D"
485,"Mujer","30-49","Q2","Básica hasta media","Ninguno",3,3,3,2,2,2,2,2,2,1,5,1,14,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,2,1,5,1,5,3,3,3,1,3,3,3,3,7,3,5,3,3,5,3,1,1,1,1,1,1,1,3,1,1,3,2,0,0,3,3,3,2,5,5,2,4,7,7,7,7,7,5,5,4,2,4,1,1,12,2,13,13,18,12,1.97572610336407,"D"
486,"Mujer","30-49","Q1","Técnica superior","Centro",3,2,2,2,1,1,1,1,1,1,13,3,1,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,5,1,1,3,1,3,3,3,3,2,2,4,3,4,3,2,3,5,2,1,1,1,2,1,2,2,2,1,2,1,1,1,5,1,1,1,2,4,1,2,4,4,4,1,1,7,5,2,2,3,2,2,6,2,11,12,13,6,0.1253933385224,"D"
487,"Hombre","30-49","Q5","Técnica superior","Centro",2,1,1,2,2,2,2,2,2,1,13,3,6,5,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,2,1,1,2,1,2,1,5,5,1,1,6,3,2,2,2,4,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,2,1,2,4,2,1,2,4,6,4,4,4,6,1,9,2,3,2,3,6,2,11,16,13,6,0.96400710110563,"C2"
488,"Hombre","50-99","Q1","Básica hasta media","Derecha",3,4,3,2,2,2,2,2,2,1,6,3,8,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,2,4,4,4,4,3,4,4,3,4,4,4,2,6,2,3,3,5,4,1,1,2,1,1,1,1,2,2,1,2,1,1,1,4,4,2,2,4,5,2,2,7,7,6,7,5,5,1,2,2,3,4,4,7,3,13,12,18,14,3.36400341687401,"C3"
489,"Mujer","30-49","Q4","Universitaria o más","Ninguno",2,2,1,2,2,2,2,1,2,5,8,3,12,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,4,3,2,4,2,3,2,3,4,4,3,2,5,7,3,2,2,5,5,1,2,2,1,1,1,2,2,0,2,2,0,0,4,4,3,1,3,5,4,2,2,4,4,4,6,6,9,1,7,3,3,3,3,12,2,12,15,19,12,0.68787626275319,"ABC1"
490,"Hombre","18-29","Q2","Universitaria o más","Centro",2,2,1,3,1,1,2,1,2,5,9,2,7,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,2,3,1,5,2,5,1,1,5,5,1,1,6,2,2,2,3,4,5,1,1,1,1,1,1,2,2,2,1,2,1,1,1,4,1,1,2,5,5,1,2,6,4,4,5,7,9,1,4,2,3,2,3,6,1,12,13,19,6,0.09753890445268,"C2"
491,"Hombre","30-49","Q2","Universitaria o más","Izquierda",2,1,1,1,1,1,1,1,1,2,4,1,12,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,4,1,3,3,3,3,3,5,5,1,1,2,1,2,2,3,4,4,1,1,1,1,1,1,1,4,2,1,1,1,1,0,3,2,2,1,4,4,3,2,4,3,5,4,4,8,4,3,3,3,3,3,4,2,12,13,17,13,0.06058398654254,"C3"
492,"Hombre","50-99","Q1","Universitaria o más","Ninguno",1,1,1,1,1,1,1,1,1,5,10,2,12,5,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,5,1,5,1,1,5,5,1,1,6,1,2,2,2,5,5,1,1,1,1,1,1,1,3,2,2,0,1,1,1,2,1,1,1,5,2,1,2,7,5,6,7,7,9,4,1,2,4,1,1,12,3,12,12,19,12,0.14898335160392,"C3"
493,"Mujer","50-99","Q3","Universitaria o más","Derecha",3,3,3,2,2,2,2,2,2,1,13,2,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,4,3,5,2,4,5,3,2,4,3,3,3,1,3,3,5,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,5,3,3,3,5,4,4,2,4,4,5,6,5,9,1,6,2,3,2,3,9,3,12,14,13,14,0.17146915815076,"ABC1"
494,"Mujer","50-99","Q4","Básica hasta media","Derecha",2,2,2,2,2,2,2,2,2,1,13,3,7,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,2,4,2,5,2,4,2,1,5,4,2,4,2,3,3,2,2,3,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,4,2,2,2,4,4,2,2,4,4,5,5,5,4,1,7,3,2,2,2,8,3,13,15,13,14,4.03583030741315,"ABC1"
495,"Hombre","50-99","Q5","Universitaria o más","Izquierda",1,2,4,2,1,1,1,1,2,1,5,1,11,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,2,4,3,3,1,4,2,5,1,1,5,5,4,1,2,1,2,2,2,4,3,1,1,1,1,1,1,2,4,3,1,0,1,0,1,4,1,1,2,5,4,2,2,7,2,2,7,7,8,1,9,3,2,2,2,4,3,12,16,18,13,1.4756409978516,"C2"
496,"Mujer","18-29","Q2","Universitaria o más","Izquierda",1,1,1,1,1,1,1,1,1,1,6,3,6,5,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,1,5,4,5,2,5,2,1,5,5,1,1,6,1,2,2,2,3,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,4,2,2,2,5,1,1,2,5,5,4,6,6,8,5,3,2,3,1,1,3,1,12,13,18,13,0.12566521490245,"D"
497,"Hombre","50-99","Q3","Universitaria o más","Izquierda",1,1,1,1,1,NA,2,2,1,1,13,2,14,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,5,3,5,1,5,1,1,5,5,2,1,2,1,2,NA,3,3,3,1,1,1,1,1,1,1,3,1,2,1,0,2,1,1,1,1,1,5,1,1,2,7,7,7,NA,7,9,4,6,2,4,2,4,4,3,12,14,13,13,0.09873838037047,"C2"
498,"Mujer","30-49","Q2","Universitaria o más","Derecha",4,3,3,1,1,1,1,1,1,1,7,3,12,3,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,4,3,4,4,3,3,4,3,4,3,4,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,2,1,1,2,1,1,5,5,5,2,5,3,4,2,6,6,6,6,5,9,1,3,1,3,2,2,8,2,12,13,18,14,0.09904654369927,"C3"
499,"Mujer","30-49","Q4","Universitaria o más","Centro",2,3,1,1,1,1,3,1,1,1,13,3,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,5,1,4,3,4,3,3,5,4,2,2,4,2,5,3,2,2,2,1,2,1,1,1,1,2,4,2,0,1,2,0,1,3,4,4,2,4,4,2,2,4,7,5,1,4,8,1,8,2,3,3,3,6,2,12,15,13,6,0.38353834970751,"C2"
500,"Mujer","30-49","Q2","Técnica superior","Ninguno",1,1,1,1,1,1,1,3,1,1,13,3,13,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,1,5,3,5,5,5,5,5,5,5,1,1,1,6,1,2,2,5,5,1,1,1,1,1,1,1,2,2,2,2,2,0,0,5,1,1,1,5,5,1,2,7,7,7,7,7,7,1,3,1,4,1,1,12,2,11,13,13,12,0.11057580414589,"C3"
501,"Mujer","50-99","Q4","Técnica superior","Derecha",1,2,3,1,1,2,2,1,1,1,5,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,5,3,2,4,2,4,4,3,2,4,4,2,3,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,4,1,0,1,4,2,1,2,4,5,4,2,5,4,4,6,5,7,1,7,2,3,3,2,9,3,11,15,18,14,1.29547271383288,"C2"
502,"Hombre","30-49","Q3","Técnica superior","Izquierda",2,3,1,2,1,1,1,2,2,1,13,1,12,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,3,3,5,2,5,1,1,5,5,2,1,6,2,2,2,3,4,3,1,1,1,1,2,1,2,2,2,2,1,1,1,1,4,1,1,2,4,3,1,2,5,5,5,5,5,7,1,6,1,4,2,2,5,2,11,14,13,13,0.08582705991441,"C3"
503,"Hombre","18-29","Q2","Básica hasta media","Ninguno",2,1,1,3,2,1,1,1,1,3,2,2,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,3,1,3,5,4,3,5,5,3,3,4,5,4,6,1,1,3,3,3,1,1,1,1,1,1,1,4,2,1,2,0,1,0,3,4,2,1,1,5,1,2,7,7,7,7,7,5,1,3,2,2,4,4,12,1,13,13,17,12,2.33945717807426,"C3"
504,"Hombre","30-49","Q4","Universitaria o más","Izquierda",1,1,1,1,1,1,2,1,1,1,13,2,10,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,5,1,5,1,1,4,5,1,1,6,1,2,2,3,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,4,2,2,2,5,3,2,2,7,7,7,7,7,9,5,7,2,3,1,1,1,2,12,15,13,13,0.22085578461164,"C2"
505,"Hombre","30-49","Q3","Técnica superior","Ninguno",1,1,1,2,1,1,1,1,1,1,13,3,12,4,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,3,3,5,5,5,2,4,5,5,2,2,3,2,3,3,2,5,2,1,1,1,1,1,1,1,2,2,1,2,1,2,0,5,1,1,3,3,5,5,2,4,7,7,1,7,6,1,5,3,4,3,3,12,2,11,14,13,12,0.08582705991441,"C3"
506,"Mujer","30-49","Q3","Universitaria o más","Derecha",4,4,4,3,2,2,2,2,3,1,5,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,5,4,3,3,5,4,4,5,2,3,4,4,2,2,1,1,1,3,4,1,1,1,1,2,1,2,4,0,0,3,0,3,0,4,4,3,4,4,3,4,2,5,2,4,6,6,8,1,5,3,2,3,4,11,2,12,14,18,14,0.1335068259365,"C2"
507,"Hombre","30-49","Q4","Universitaria o más","Izquierda",1,1,1,2,2,2,2,2,2,1,13,1,7,5,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,3,1,5,1,5,1,1,5,5,1,1,6,6,2,2,3,3,5,1,1,1,1,1,1,1,2,2,1,1,1,2,1,4,1,1,1,5,3,1,2,6,7,7,7,7,9,1,8,1,4,1,1,3,2,12,15,13,13,0.22085578461164,"ABC1"
508,"Hombre","30-49","Q2","Básica hasta media","Izquierda",3,2,3,3,3,1,3,3,3,1,13,1,8,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,3,3,3,4,4,4,7,7,3,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,1,5,2,3,3,2,1,7,4,1,4,3,1,3,2,2,3,2,4,2,13,13,13,13,1.30461417224806,"D"
509,"Mujer","30-49","Q4","Técnica superior","Izquierda",1,1,1,1,1,1,1,1,1,1,13,1,12,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,3,1,5,3,5,3,1,5,5,1,1,1,3,2,2,2,5,3,1,2,1,1,1,1,2,2,1,2,2,1,0,2,5,1,1,3,5,2,1,2,4,5,5,7,7,6,5,7,3,3,2,3,1,2,11,15,13,13,0.56972895610091,"C3"
510,"Mujer","30-49","Q2","Universitaria o más","Ninguno",2,2,2,1,1,1,2,2,2,5,9,3,12,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,4,3,3,4,3,2,4,2,2,4,4,4,6,1,1,3,3,4,1,1,1,1,1,1,1,2,0,0,4,0,3,1,4,3,3,2,3,2,3,2,6,5,5,4,4,9,4,4,3,2,3,4,12,2,12,13,19,12,0.13350641580052,"D"
511,"Mujer","50-99","Q2","Básica hasta media","Izquierda",3,2,2,2,2,2,2,1,2,5,16,3,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,2,4,3,2,4,3,4,4,3,2,2,2,2,3,5,3,2,4,3,1,2,1,1,1,1,2,2,1,2,1,2,1,1,4,2,3,3,4,2,3,2,1,5,4,2,2,5,5,4,2,2,3,4,5,3,13,13,19,13,4.03583030741315,"D"
512,"Mujer","50-99","Q5","Universitaria o más","Derecha",3,3,4,2,2,2,2,2,2,1,13,1,2,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,2,2,3,3,4,4,4,4,4,3,4,2,2,1,3,1,4,5,1,1,1,1,1,1,1,2,1,2,2,2,1,0,5,5,5,2,5,3,2,2,3,4,3,6,6,8,1,9,3,3,3,3,9,3,12,16,13,14,1.92593671789273,"C2"
513,"Hombre","18-29","Q3","Básica hasta media","Ninguno",3,4,4,2,3,2,3,2,3,2,4,3,5,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,2,5,4,4,4,2,4,4,4,5,5,3,6,4,3,2,2,3,5,1,1,2,2,2,2,1,2,1,2,2,1,1,1,4,5,4,5,4,4,3,2,6,5,6,6,6,5,1,5,3,2,3,3,12,1,13,14,17,12,3.1534013262225,"C2"
514,"Mujer","18-29","Q4","Universitaria o más","Derecha",3,2,2,2,2,2,2,2,2,1,13,2,11,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,2,4,3,3,2,3,4,3,4,4,2,6,1,2,3,3,4,1,2,1,1,2,2,2,2,1,0,3,0,3,1,4,3,3,2,4,5,3,2,3,3,3,2,2,8,1,7,2,3,3,4,8,1,12,15,13,14,0.48661394269003,"C3"
515,"Hombre","18-29","Q3","Universitaria o más","Centro",3,1,1,1,1,3,1,3,3,1,5,1,12,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,5,2,5,4,3,4,3,4,4,4,5,3,4,5,3,1,3,3,5,4,1,1,1,1,1,1,1,2,1,1,4,1,0,1,4,3,2,1,5,5,5,2,7,5,5,7,7,8,2,5,2,3,3,4,6,1,12,14,18,6,0.09753920409531,"C3"
516,NA,"18-29","Q2","Universitaria o más","Izquierda",1,1,1,1,1,1,2,2,2,1,13,1,11,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,3,3,5,1,5,1,1,3,5,1,1,6,7,2,2,3,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,4,1,1,3,5,5,1,2,7,6,5,7,7,8,2,4,2,2,3,2,1,1,12,13,13,13,0.04337494673977,"C3"
517,"Hombre","18-29","Q3","Básica hasta media","Ninguno",3,3,3,1,2,2,1,1,1,1,13,2,9,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,2,3,3,3,3,3,4,3,3,3,3,3,3,2,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,2,4,4,4,4,4,3,4,5,2,3,3,3,12,1,13,14,13,12,2.23111517936414,"E"
518,"Hombre","50-99","Q3","Técnica superior","Ninguno",3,3,3,3,3,3,3,3,3,5,8,3,12,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,4,3,3,4,4,2,3,1,1,3,4,3,1,1,1,1,1,1,2,2,1,1,2,1,2,1,4,3,3,3,4,4,3,2,4,4,4,5,4,7,3,5,2,2,3,3,12,3,11,14,19,12,0.26305528069971,"C3"
519,"Hombre","50-99","Q1","Básica hasta media","Ninguno",3,1,3,1,1,1,1,3,3,5,9,3,12,5,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,3,3,5,2,4,4,5,5,5,5,4,3,3,3,6,1,4,2,2,5,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,5,1,3,3,4,3,3,2,6,3,4,4,5,5,3,1,1,4,1,1,12,3,13,12,19,12,4.03583030741315,"E"
520,"Hombre","50-99","Q5","Universitaria o más","Derecha",4,4,2,1,1,1,2,2,2,1,13,2,12,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,2,4,1,4,3,4,2,4,3,3,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,0,2,1,5,2,2,1,4,4,2,2,4,5,4,5,2,9,1,9,2,3,4,3,9,3,12,16,13,14,1.10902668603265,"C2"
521,"Mujer","50-99","Q2","Básica hasta media","Ninguno",2,2,2,2,1,1,2,1,1,1,13,3,9,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,3,5,2,5,3,2,5,5,1,5,6,1,5,2,2,5,3,1,1,1,1,1,1,1,2,2,2,0,1,1,2,4,3,3,3,4,4,1,2,4,6,4,7,7,5,3,3,1,2,3,3,12,3,13,13,13,12,2.53751888192937,"D"
522,"Mujer","50-99","Q5","Universitaria o más","Derecha",3,4,3,2,2,2,2,2,2,1,13,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,1,5,1,5,5,1,1,4,5,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,0,2,0,5,3,3,2,4,4,2,2,4,5,4,6,1,9,3,9,4,1,3,3,11,3,12,16,13,14,1.92593671789273,"ABC1"
523,"Mujer","30-49","Q1","Básica hasta media","Ninguno",2,1,1,2,1,2,1,2,1,1,13,2,12,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,1,4,1,5,2,5,3,1,5,5,1,1,2,3,4,2,2,4,5,1,2,1,2,1,2,2,2,2,1,2,1,1,1,3,1,5,1,4,4,1,2,4,5,5,5,7,5,5,1,2,3,2,3,12,2,13,12,13,12,1.6838460424355,"D"
524,"Mujer","30-49","Q3","Básica hasta media","Izquierda",2,2,1,1,1,1,1,1,1,1,13,3,12,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,2,2,2,2,5,1,5,2,2,4,5,2,2,3,3,5,2,2,5,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,3,2,2,1,5,3,2,2,6,7,5,4,7,5,1,5,2,4,2,3,5,2,13,14,13,13,2.00148420571493,"C3"
525,"Mujer","50-99","Q4","Básica hasta media","Ninguno",1,2,1,2,2,2,2,2,2,1,13,2,14,5,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,3,3,1,4,2,5,2,2,5,5,3,2,6,3,2,2,2,5,3,1,1,1,1,1,1,1,2,2,2,2,2,0,0,5,1,1,3,4,3,2,2,5,5,5,5,5,5,1,7,2,3,2,2,12,3,13,15,13,12,4.03583030741315,"C3"
526,"Mujer","30-49","Q3","Universitaria o más","Izquierda",2,2,1,3,1,1,3,1,3,5,9,2,12,4,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,2,5,1,5,2,5,2,2,5,4,2,1,1,3,2,2,2,4,2,1,1,2,1,1,1,2,2,1,2,2,1,2,0,4,2,1,2,4,5,2,2,6,6,6,5,7,9,1,6,1,4,1,2,4,2,12,14,19,13,0.17995597978465,"ABC1"
527,"Mujer","50-99","Q2","Básica hasta media","Derecha",3,3,3,1,1,1,1,1,1,1,13,2,9,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,5,2,5,1,1,5,5,1,1,2,4,1,2,2,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,2,2,3,3,3,1,2,3,2,2,4,4,5,NA,4,2,3,2,2,7,3,13,13,13,14,2.53751888192937,"C3"
528,"Mujer","30-49","Q3","Universitaria o más","Izquierda",1,1,1,1,1,1,1,1,1,1,13,2,9,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,1,1,1,5,1,5,1,1,5,5,1,1,1,5,2,2,2,5,2,1,1,1,1,1,1,1,2,2,2,1,1,0,2,3,1,1,2,4,4,1,2,7,5,5,6,6,10,1,5,2,3,2,3,3,2,12,14,13,13,0.10033784162046,"ABC1"
529,"Hombre","18-29","Q3","Universitaria o más","Centro",3,1,1,1,1,3,1,3,3,1,5,1,12,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,5,2,5,4,3,4,3,4,4,4,5,3,4,5,3,1,3,3,5,4,1,1,1,1,1,1,1,2,1,1,4,1,0,1,4,3,2,1,5,5,5,2,7,5,5,7,7,8,2,5,2,3,3,4,6,1,12,14,18,6,0.09753920409531,"C3"
530,"Mujer","50-99","Q1","Básica hasta media","Ninguno",4,4,2,1,2,1,1,1,1,2,4,3,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,3,2,5,5,5,5,5,1,2,5,5,4,3,5,1,1,5,2,1,1,1,1,1,1,2,3,2,0,5,0,0,0,2,2,1,1,4,2,1,2,7,7,7,7,7,3,5,11,4,4,1,1,12,3,13,12,17,12,4.03583030741315,"E"
531,"Mujer","30-49","Q5","Universitaria o más","Centro",2,4,4,2,2,2,2,2,2,1,13,1,6,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,3,1,5,2,5,3,1,5,4,2,1,6,6,2,2,2,4,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,5,2,1,2,5,2,2,2,6,3,2,6,5,9,1,10,4,2,3,3,6,2,12,16,13,6,1.12699178939832,"ABC1"
532,"Mujer","18-29","Q1","Universitaria o más","Izquierda",1,1,1,1,1,1,1,1,1,1,13,1,13,5,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,4,1,5,1,5,1,1,1,5,1,1,6,5,2,2,3,5,5,1,1,1,1,1,1,2,2,2,2,1,1,0,2,2,1,1,1,5,5,1,2,7,7,5,7,7,8,6,2,1,3,2,1,1,1,12,12,13,13,0.10710030829931,"D"
533,"Mujer","50-99","Q2","Básica hasta media","Ninguno",2,2,3,1,1,1,2,2,2,1,13,3,12,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,3,2,2,4,2,1,4,5,3,3,3,4,3,2,4,5,5,3,1,4,3,1,1,1,1,1,2,1,1,1,5,2,1,0,0,4,3,4,3,4,3,3,2,4,7,7,4,4,5,3,3,2,3,3,4,12,3,13,13,13,12,2.53751888192937,"C3"
534,"Mujer","30-49","Q4","Universitaria o más","Ninguno",2,1,1,1,2,2,2,1,2,3,1,2,12,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,5,2,1,3,4,3,1,5,5,3,1,3,5,3,2,2,3,3,1,2,1,1,1,2,2,2,3,1,1,1,1,1,4,2,3,3,4,4,2,2,5,2,2,5,3,9,1,8,2,4,NA,3,12,2,12,15,17,12,0.54208332757144,"ABC1"
